Código modular,Nombre de IE,Nivel / Modalidad,Gestión / Dependencia,Dirección de IE,Departamento / Provincia / Distrito,Alumnos (Censo educativo 2019),Docentes (Censo educativo 2019),Secciones (Censo educativo 2019)
926360,16205,Secundaria,Pública - Sector Educación,NUMPARQUE S/N,Amazonas / Bagua / Aramango,88,7,5
708149,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - En convenio,EL PORVENIR S/N,Amazonas / Bagua / Aramango,92,8,5
768606,16206,Secundaria,Pública - Sector Educación,TUTUMBEROS S/N,Amazonas / Bagua / Aramango,67,7,5
582510,MIGUEL MONTEZA TAFUR,Secundaria,Pública - Sector Educación,AVENIDA 28 DE JULIO S/N,Amazonas / Bagua / Aramango,176,15,10
521500,AMAZONAS,Secundaria,Pública - Sector Educación,CALLE BELAUNDE TERRY S/N,Amazonas / Bagua / Aramango,203,20,10
594531,JOSE GALVEZ,Secundaria,Pública - Sector Educación,JIRON LA UNION 400,Amazonas / Bagua / Aramango,66,8,5
593640,DIVINO MAESTRO,Secundaria,Pública - Sector Educación,AVENIDA TUPAC AMARU S/N,Amazonas / Bagua / El Parco,81,8,5
521013,LA INMACULADA,Secundaria,Pública - En convenio,JIRON CAJAMARCA 850,Amazonas / Bagua / Bagua,357,26,12
658427,NUESTRA SEÑORA DE GUADALUPE FE Y ALEGRIA 31,Secundaria,Pública - En convenio,AVENIDA CAJAMARCA S/N,Amazonas / Bagua / La Peca,162,21,9
263103,AGROPECUARIO TORIBIO RODRIGUEZ DE MENDOZA,Secundaria,Pública - Sector Educación,AVENIDA AGROPECUARIA S/N,Amazonas / Bagua / Bagua,260,26,14
492074,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,AVENIDA CHACHAPOYAS S/N,Amazonas / Bagua / La Peca,250,24,14
676759,ADVENTISTA DEL 7MO. DIA,Secundaria,Privada - Particular,JIRON LA VERDAD 582,Amazonas / Bagua / Bagua,94,8,5
1113869,AUGUSTO WONG LOPEZ,Secundaria,Privada - Particular,JIRON LA VERDAD 479,Amazonas / Bagua / Bagua,30,11,5
489609,ALBERTO ACOSTA HERRERA,Secundaria,Pública - Sector Educación,AVENIDA IMACITA 100,Amazonas / Bagua / Imaza,604,40,23
623405,TEETS TSEJE,Secundaria,Pública - Sector Educación,NAZARETH S/N,Amazonas / Bagua / Imaza,211,16,10
676593,AGRO INDUSTRIAL JOSE GABRIEL CONDORCANQUI,Secundaria,Pública - Sector Educación,TUPAC AMARU I S/N,Amazonas / Bagua / Imaza,183,16,9
918102,SHUSHUNGA,Secundaria,Pública - Sector Educación,SHUSHUNGA S/N,Amazonas / Bagua / Imaza,113,9,5
1104801,FE Y ALEGRIA 62 SAN JOSE,Secundaria,Pública - En convenio,WACHAPEA MISION,Amazonas / Bagua / Imaza,305,15,10
263111,FE Y ALEGRIA 55 VALENTIN SALEGUI,Secundaria,Pública - En convenio,YAMAKAIENTSA S/N,Amazonas / Bagua / Imaza,226,20,10
593947,TECNICO INDUSTRIAL TUPAC AMARU,Secundaria,Pública - Sector Educación,AVENIDA PRINCIPAL 220,Amazonas / Bagua / Imaza,457,32,24
745125,JOSE KISTUG PUJUPAT,Secundaria,Pública - Sector Educación,CHIPE CUZU,Amazonas / Bagua / Imaza,181,13,9
926568,16316 DANIEL DANDUCHO PINCHINAN,Secundaria,Pública - Sector Educación,TUNTUNGOS,Amazonas / Bagua / Imaza,108,7,5
918078,ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,WAWICO S/N,Amazonas / Bagua / Imaza,129,14,13
768176,16277,Secundaria,Pública - Sector Educación,SAN ISIDRO S/N,Amazonas / Bagua / La Peca,15,4,5
1229202,16283,Secundaria,Pública - Sector Educación,CHOMZA ALTA,Amazonas / Bagua / La Peca,33,7,5
1305424,16589,Secundaria,Pública - Sector Educación,SAN JUAN DE DIOS,Amazonas / Bagua / Aramango,28,6,5
1307404,16990,Secundaria,Pública - Sector Educación,CAMBIO PITEC,Amazonas / Bagua / Copallin,16,5,5
926535,16714 SUWIKAI TSAKIM MIYAN,Secundaria,Pública - Sector Educación,PAANTAM S/N,Amazonas / Bagua / Imaza,333,23,11
1307487,16194,Secundaria,Pública - Sector Educación,JIRON ICA S/N,Amazonas / Bagua / Bagua,311,17,11
1307560,16040 SAN JOSE,Secundaria,Pública - En convenio,CALLE AMERICA 113,Amazonas / Bagua / Aramango,144,13,6
1307578,KISUA NANTIP UWAK,Secundaria,Pública - Sector Educación,NUEVO BELEN CC.NN.,Amazonas / Bagua / Imaza,88,6,5
1307628,TUYAS BASHIGKASH WAJAI,Secundaria,Pública - Sector Educación,KUNCHIN,Amazonas / Bagua / Imaza,181,13,8
504662,PEDRO RUIZ GALLO,Secundaria,Pública - Sector Educación,AVENIDA SAN CARLOS S/N,Amazonas / Bongará / Jazan,562,47,48
262220,PABLO VISALOT,Secundaria,Pública - Sector Educación,JIRON COMERCIO S/N,Amazonas / Bongará / Jumbilla,130,18,9
593996,JOSE DE SAN MARTIN,Secundaria,Pública - Sector Educación,AUTOPISTA FERNADO BELAUNDE TERRY S/N,Amazonas / Bongará / Yambrasbamba,138,17,8
1187996,TORIBIO RODRIGUEZ DE MENDOZA,Secundaria,Pública - Sector Educación,"AUTOPISTA FERNANDO BELAUNDE TERRY KM 345,7",Amazonas / Bongará / Yambrasbamba,179,18,8
1303346,18084 DE LA VILLA,Secundaria,Pública - Sector Educación,CALLE NESTOR VELIZ GUTIERREZ S/N,Amazonas / Bongará / Jazan,202,21,10
1303403,18104 SANTO TOMAS,Secundaria,Pública - Sector Educación,JIRON TORIBIO RODRIGUEZ DE MENDOZA S/N,Amazonas / Bongará / Shipasbamba,72,8,5
1303429,18340 ALBERT EINSTEN,Secundaria,Pública - Sector Educación,LA FLORIDA,Amazonas / Bongará / Yambrasbamba,72,8,5
1303437,18106,Secundaria,Pública - Sector Educación,AVENIDA BONGARA Y JIRON PORVENIR S/N,Amazonas / Bongará / Yambrasbamba,94,10,7
567925,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,JIRON POMACOCHAS S/N,Amazonas / Bongará / Florida,466,36,19
745224,CIRO ALEGRIA,Secundaria,Pública - Sector Educación,CIRO ALEGRIA S/N,Amazonas / Condorcanqui / Nieva,217,12,10
745216,MANUEL GONZALES PRADA,Secundaria,Pública - Sector Educación,JOSE OLAYA S/N,Amazonas / Condorcanqui / Nieva,206,12,8
767673,WEEPIU YUU KUYU,Secundaria,Pública - Sector Educación,URAKUSA S/N,Amazonas / Condorcanqui / Nieva,291,22,13
491811,NIEVA,Secundaria,Pública - Sector Educación,JIRON EL PORVENIR 312,Amazonas / Condorcanqui / Nieva,532,35,19
926006,JUAN VELASCO ALVARADO,Secundaria,Pública - Sector Educación,AVENIDA JUAN VELASCO ALVARADO MZ U LOTE 01,Amazonas / Condorcanqui / Nieva,324,24,12
582841,PUERTO GALILEA,Secundaria,Pública - Sector Educación,PUERTO GALILEA S/N,Amazonas / Condorcanqui / Río Santiago,361,28,15
677104,YUTUPIS,Secundaria,Pública - Sector Educación,YUTUPIS S/N,Amazonas / Condorcanqui / Río Santiago,313,19,14
925677,CHAPIZA,Secundaria,Pública - Sector Educación,CHAPIZA S/N,Amazonas / Condorcanqui / Río Santiago,172,14,10
582874,MOISES MORENO ROMERO,Secundaria,Pública - Sector Educación,HUAMPAMI,Amazonas / Condorcanqui / El Cenepa,409,24,12
676940,RICARDO PALMA SORIANO,Secundaria,Pública - Sector Educación,RICARDO PALMA SORIANO,Amazonas / Condorcanqui / Nieva,226,9,9
767707,CUCUASA,Secundaria,Pública - Sector Educación,CUCUASA,Amazonas / Condorcanqui / Río Santiago,73,8,5
1232750,RVDO. MANUEL GARCIA RENDUELES,Secundaria,Pública - Sector Educación,CANDUNGOS,Amazonas / Condorcanqui / Río Santiago,114,12,5
925784,SANTA ROSA,Secundaria,Pública - Sector Educación,PAGKINTSA S/N,Amazonas / Condorcanqui / Nieva,132,6,5
1308980,WAWAIM,Secundaria,Pública - Sector Educación,WAWAIM,Amazonas / Condorcanqui / El Cenepa,129,11,5
678854,SAN SALVADOR,Secundaria,Pública - Sector Educación,SAN SALVADOR,Amazonas / Luya / Santo Tomas,70,8,5
536318,SANTO TOMAS,Secundaria,Pública - Sector Educación,DOS DE MAYO,Amazonas / Luya / Santo Tomas,134,17,16
593749,CIRO ALEGRIA,Secundaria,Pública - Sector Educación,YOMBLON,Amazonas / Luya / Pisuquia,51,8,5
643627,LEONCIO PRADO,Secundaria,Pública - Sector Educación,TRITA,Amazonas / Luya / Trita,141,10,6
643635,MANUEL GONZALES PRADA,Secundaria,Pública - Sector Educación,COHECHAN,Amazonas / Luya / Conila,136,16,8
913913,HORACIO ZEVALLOS GAMES,Secundaria,Pública - Sector Educación,MARIA,Amazonas / Luya / María,92,8,5
567982,CRISTOBAL BENQUE,Secundaria,Pública - Sector Educación,COLCAMAR,Amazonas / Luya / Colcamar,113,13,7
568212,SAGRADO CORAZON DE JESUS,Secundaria,Pública - Sector Educación,JIRON ORTIZ ARRIETA 773,Amazonas / Luya / Lonya Chico,46,8,5
262279,RAMON CASTILLA,Secundaria,Pública - Sector Educación,LUYA S/N,Amazonas / Luya / Luya,332,28,14
262246,BLAS VALERA,Secundaria,Pública - Sector Educación,AVENIDA BLAS VALERA 756,Amazonas / Luya / Lamud,272,28,13
657338,MIGUEL MONTEZA TAFUR,Secundaria,Pública - Sector Educación,JIRON SUCRE S/N,Amazonas / Luya / Inguilpata,41,7,5
262238,BRAULIO DE CAMPORREDONDO,Secundaria,Pública - Sector Educación,AVENIDA PROGRESO 655,Amazonas / Luya / Camporredondo,241,18,12
643650,CESAR ALCIDES DE LA CRUZ DELGADO,Secundaria,Pública - Sector Educación,COCOCHO,Amazonas / Luya / Camporredondo,306,25,13
913889,CESAR VALLEJO,Secundaria,Pública - Sector Educación,PROVIDENCIA,Amazonas / Luya / Providencia,159,20,10
657411,MARIANO MELGAR,Secundaria,Pública - Sector Educación,CALDERA,Amazonas / Luya / Ocumal,51,8,5
913947,RICARDO PALMA,Secundaria,Pública - Sector Educación,PIRCAPAMPA,Amazonas / Luya / Pisuquia,59,8,5
657403,SAN JUAN,Secundaria,Pública - Sector Educación,SAN JUAN,Amazonas / Luya / Ocumal,158,18,9
522870,SAN SIMON,Secundaria,Pública - Sector Educación,OCALLI,Amazonas / Luya / Ocalli,202,19,10
568816,TUPAC AMARU,Secundaria,Pública - Sector Educación,COLLONCE,Amazonas / Luya / Ocumal,65,8,5
1303700,SAN MIGUEL,Secundaria,Pública - Sector Educación,SAN MIGUEL,Amazonas / Luya / Pisuquia,83,8,5
1304260,ALFONSO BARRANTES LINGAN,Secundaria,Pública - Sector Educación,GUADALUPE,Amazonas / Luya / Camporredondo,122,8,5
1303742,ANDRES ABELINO CACERES,Secundaria,Pública - Sector Educación,CHOCTAMAL,Amazonas / Luya / Longuita,56,8,5
1303734,ELIAS AGUIRRE,Secundaria,Pública - Sector Educación,INGENIO,Amazonas / Luya / Santa Catalina,78,9,5
576710,JORGE BASADRE,Secundaria,Pública - Sector Educación,AVENIDA ESPAÑA S/N,Amazonas / Luya / Tingo,105,8,5
568451,AUGUSTO SALAZAR BONDY,Secundaria,Pública - Sector Educación,JIRON MEDARDO MONTOYA S/N,Amazonas / Rodríguez de Mendoza / Longar,108,8,5
262287,SAN MIGUEL,Secundaria,Pública - Sector Educación,AVENIDA AMAZONAS S/N,Amazonas / Rodríguez de Mendoza / Huambo,130,15,7
522771,SAN FRANCISCO,Secundaria,Pública - Sector Educación,LIMABAMBA,Amazonas / Rodríguez de Mendoza / Limabamba,98,11,5
536219,ANTONIO RAYMONDI,Secundaria,Pública - Sector Educación,JIRON JORGE CHAVEZ 175,Amazonas / Rodríguez de Mendoza / Omia,113,8,5
262253,TORIBIO RODRIGUEZ DE MENDOZA,Secundaria,Pública - Sector Educación,AVENIDA JUAN PARDO DE MIGUEL 502,Amazonas / Rodríguez de Mendoza / San Nicolás,386,35,15
1130236,18207,Secundaria,Pública - Sector Educación,JIRON SAN NICOLAS S/N,Amazonas / Rodríguez de Mendoza / San Nicolás,341,28,15
1129956,SAGRADO CORAZON DE JESUS,Secundaria,Pública - Sector Educación,JIRON AMAZONAS S/N,Amazonas / Rodríguez de Mendoza / Mariscal Benavides,97,8,5
1302082,SAN MARCOS DE COCHAMAL,Secundaria,Pública - Sector Educación,COCHAMAL,Amazonas / Rodríguez de Mendoza / Cochamal,109,8,5
1304757,DANIEL ALCIDES CARRION,Secundaria,Pública - Sector Educación,CARRETERA MILPUC S/N,Amazonas / Rodríguez de Mendoza / Milpuc,52,7,5
767392,16606,Secundaria,Pública - Sector Educación,SAN JOSE BAJO,Amazonas / Utcubamba / Cajaruro,52,7,5
521203,CESAR ABRAHAM VALLEJO MENDOZA,Secundaria,Pública - Sector Educación,AVENIDA SAN PEDRO S/N,Amazonas / Utcubamba / Cumba,217,19,10
623546,ABRAHAM VALDELOMAR,Secundaria,Pública - Sector Educación,CALLE PRINCIPAL S/N,Amazonas / Utcubamba / Cumba,55,8,5
676619,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - Sector Educación,AVENIDA LEONCIO PRADO,Amazonas / Utcubamba / Bagua Grande,102,12,6
1113943,17065 JULIO C. TELLO,Secundaria,Pública - Sector Educación,ALTO PERU,Amazonas / Utcubamba / Bagua Grande,87,7,5
263020,ALONSO DE ALVARADO,Secundaria,Pública - Sector Educación,JIRON HIPOLITO UNANUE 301,Amazonas / Utcubamba / Bagua Grande,512,44,21
926725,16210 ALEJANDRO SANCHEZ ARTEAGA,Secundaria,Pública - Sector Educación,JIRON HIPOLITO UNANUE 201,Amazonas / Utcubamba / Bagua Grande,664,31,21
583492,SAN MARTIN DE PORRAS,Secundaria,Pública - Sector Educación,CALLE DOS DE MAYO,Amazonas / Utcubamba / Bagua Grande,133,17,17
583526,INCA GARCILAZO DE LA VEGA,Secundaria,Pública - Sector Educación,AVENIDA UTCUBAMBA,Amazonas / Utcubamba / Bagua Grande,52,8,5
583468,JORGE CHAVEZ BERTNELLI,Secundaria,Pública - Sector Educación,MANUEL GONZALES PRADA S/N,Amazonas / Utcubamba / Bagua Grande,200,20,10
623595,ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,LLUNCHICATE,Amazonas / Utcubamba / Cajaruro,58,8,5
583401,ERNESTO VILLANUEVA MUÑOZ,Secundaria,Pública - Sector Educación,JIRON JOSE OLAYA S/N,Amazonas / Utcubamba / Cajaruro,146,9,6
623587,JOSE OLAYA BALANDRA,Secundaria,Pública - Sector Educación,CALLE CHORRILLOS,Amazonas / Utcubamba / Cajaruro,178,19,10
583617,JULIO PONCE ANTUNEZ DE MAYOLO,Secundaria,Pública - Sector Educación,CALLE PRINCIPAL S/N,Amazonas / Utcubamba / Cajaruro,168,10,7
583583,JUAN VELASCO ALVARADO,Secundaria,Pública - Sector Educación,JIRON JUAN VELASCO ALVARADO 212,Amazonas / Utcubamba / Cajaruro,180,21,10
741710,LUIS ALBERTO SANCHEZ,Secundaria,Pública - Sector Educación,AVENIDA JOSE CARLOS MARIATEGUI,Amazonas / Utcubamba / Cajaruro,41,8,5
623447,MANUEL GONZALES PRADA,Secundaria,Pública - Sector Educación,PROGRESO S/N,Amazonas / Utcubamba / Cumba,134,17,14
767350,FE Y ALEGRIA 38,Secundaria,Pública - En convenio,AVENIDA MARIANO MELGAR 860,Amazonas / Utcubamba / Bagua Grande,571,36,19
521609,PEDRO RUIZ GALLO,Secundaria,Pública - Sector Educación,ROBLEPAMPA S/N,Amazonas / Utcubamba / Lonya Grande,82,8,5
676718,PEDRO APOSTOL,Secundaria,Pública - Sector Educación,JIRON UTCUBAMBA,Amazonas / Utcubamba / Yamon,91,8,5
583344,SAN JUAN,Secundaria,Pública - Sector Educación,JIRON JORGE EVANS S/N,Amazonas / Utcubamba / Cajaruro,224,20,10
926584,16962 JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,EL TIGRE,Amazonas / Utcubamba / Cajaruro,50,8,5
926675,16261 INDOAMERICA,Secundaria,Pública - Sector Educación,PURURCO,Amazonas / Utcubamba / Jamalca,38,8,5
623389,JOSE GREGORIO PAREDES AYALA,Secundaria,Pública - Sector Educación,JIRON DANIEL ALCIDES CARRION S/N,Amazonas / Utcubamba / Lonya Grande,80,8,5
527531,JORGE BASADRE,Secundaria,Pública - Sector Educación,CALLE ELINA CARRIASO S/N,Amazonas / Utcubamba / Lonya Grande,333,28,14
623520,ENRIQUE LOPEZ ALBUJAR,Secundaria,Pública - Sector Educación,YAMON,Amazonas / Utcubamba / Yamon,38,7,5
658450,17047 JUAN BLAS VALERA,Secundaria,Pública - Sector Educación,AVENIDA UTCUBAMBA S/N,Amazonas / Utcubamba / Jamalca,188,19,10
532960,RICARDO PALMA,Secundaria,Pública - Sector Educación,JIRON SANTA ROSA S/N,Amazonas / Utcubamba / Jamalca,132,12,12
708131,ALBERTO ESCOBAR,Secundaria,Pública - Sector Educación,JIRON MESONES MURO 295,Amazonas / Utcubamba / El Milagro,155,8,5
1115708,17306 ALEXANDER VON HUMBOLDT,Secundaria,Pública - Sector Educación,NUEVO ORIENTE,Amazonas / Utcubamba / Bagua Grande,63,7,5
623579,VIRGEN DE LAS MERCEDES,Secundaria,Pública - Sector Educación,TAMBOLIC,Amazonas / Utcubamba / Jamalca,86,8,5
925750,17044 DANIEL ALCIDES CARRION,Secundaria,Pública - Sector Educación,EL LAUREL,Amazonas / Utcubamba / Jamalca,66,6,5
926782,16228 TECNICO INDUSTRIAL,Secundaria,Pública - Sector Educación,AVENIDA TUPAC AMARU 440 SECTOR SAN LUIS,Amazonas / Utcubamba / Bagua Grande,334,22,13
926113,17071 SEÑOR DE LOS MILAGROS,Secundaria,Pública - Sector Educación,JIRON LOS PINOS S/N,Amazonas / Utcubamba / Bagua Grande,114,8,5
1113984,16611,Secundaria,Pública - Sector Educación,CALPON,Amazonas / Utcubamba / Lonya Grande,87,7,5
623538,SAN PABLO,Secundaria,Pública - Sector Educación,AVENIDA MIRAFLORES S/N,Amazonas / Utcubamba / Cumba,106,8,5
583708,ZENOBIO ZUMAETA,Secundaria,Pública - Sector Educación,AVENIDA EL COMERCIO,Amazonas / Utcubamba / Cajaruro,279,26,13
623397,OCTAVIO ORTIZ ARRIETA,Secundaria,Pública - Sector Educación,ORTIZ ARRIETA,Amazonas / Utcubamba / Lonya Grande,73,8,5
676676,HORACIO ZEVALLOS GAMEZ,Secundaria,Pública - Sector Educación,CALLE CAJAMARCA,Amazonas / Utcubamba / El Milagro,66,8,5
623553,VICTOR ANDRES BELAUNDE,Secundaria,Pública - Sector Educación,EL PALTO,Amazonas / Utcubamba / Yamon,79,11,10
1250166,16683 ANTONIO JOSMEL PASTOR MUÑOZ,Secundaria,Pública - Sector Educación,MIRAFLORES,Amazonas / Utcubamba / Bagua Grande,94,7,5
1250208,16221 LEONCIO PRADO,Secundaria,Pública - Sector Educación,COLLICATE S/N,Amazonas / Utcubamba / Bagua Grande,66,7,5
1249523,JOSE SANTOS CHOCANO,Secundaria,Pública - Sector Educación,JIRON HIPOLITO UNANUE 401,Amazonas / Utcubamba / Bagua Grande,111,9,5
1249564,16678 PEDRO RUIZ GALLO,Secundaria,Pública - Sector Educación,AVENIDA AMAZONAS S/N,Amazonas / Utcubamba / Cajaruro,61,7,5
1249689,16992 JOSE LUIS BUSTAMANTE Y RIVERO,Secundaria,Pública - Sector Educación,SAN PEDRO,Amazonas / Utcubamba / El Milagro,36,7,5
1250240,16272 JOSE GALVEZ BARRENECHEA,Secundaria,Pública - Sector Educación,NUEVA YORK S/N,Amazonas / Utcubamba / Lonya Grande,51,7,5
1249721,16294 JOSE ABELARDO QUIÑONES,Secundaria,Pública - Sector Educación,PUEBLO NUEVO,Amazonas / Utcubamba / Yamon,42,7,5
926618,17310 MIGUEL GRAU SEMINARIO,Secundaria,Pública - Sector Educación,NUEVO PIURA,Amazonas / Utcubamba / Cajaruro,58,7,5
623561,SANTIAGO APOSTOL,Secundaria,Pública - Sector Educación,JIRON BELEN,Amazonas / Utcubamba / Bagua Grande,191,13,8
926758,17074 PEDRO EMILIO PAULET MOSTAJO,Secundaria,Pública - Sector Educación,JIRON SAN MARTIN 1369 SECTOR VISALOT,Amazonas / Utcubamba / Bagua Grande,442,24,17
676643,JAVIER HERAUD PEREZ,Secundaria,Pública - Sector Educación,AVENIDA BAGUA GRANDE,Amazonas / Utcubamba / Bagua Grande,53,8,5
623371,ANTONIO RAYMONDI,Secundaria,Pública - Sector Educación,CALLE MIGUEL GRAU,Amazonas / Utcubamba / Cajaruro,131,16,8
767368,MANUEL SEOANE CORRALES,Secundaria,Pública - Sector Educación,BUENA VISTA,Amazonas / Utcubamba / Bagua Grande,99,8,5
1249606,16785 CIRO ALEGRIA BAZAN,Secundaria,Pública - Sector Educación,LA FLORIDA,Amazonas / Utcubamba / Cajaruro,31,7,5
583559,RAMON CASTILLA,Secundaria,Pública - Sector Educación,AVENIDA SANTA ROSA,Amazonas / Utcubamba / Bagua Grande,117,13,6
1115781,16669 SAN RAMON,Secundaria,Pública - Sector Educación,CALLE 11 DE NOVIEMBRE 017,Amazonas / Utcubamba / Yamon,56,7,5
926816,PERPETUO SOCORRO,Secundaria,Privada - Particular,CALLE DANIEL ALCIDES CARRION 390,Amazonas / Utcubamba / Bagua Grande,63,15,5
1267384,TUPAC YUPANQUI,Secundaria,Pública - Sector Educación,JIRON LONYA GRANDE,Amazonas / Utcubamba / Lonya Grande,80,8,5
1268333,16234 LIZAR ACUÑA CERVANTES,Secundaria,Pública - Sector Educación,DIAMANTE BAJO,Amazonas / Utcubamba / Cajaruro,71,7,5
1305234,17079 JAVIER PULGAR VIDAL,Secundaria,Pública - Sector Educación,JIRON LIMA 451,Amazonas / Utcubamba / Bagua Grande,115,9,5
1305259,16292 CARLOS AUGUSTO SALAVERRY,Secundaria,Pública - Sector Educación,OTUCCHO S/N,Amazonas / Utcubamba / Cumba,71,7,5
1268291,16259 SEGUNDO MORALES GALVEZ,Secundaria,Pública - Sector Educación,MANDINGAS ALTO S/N,Amazonas / Utcubamba / Cajaruro,37,6,5
1305333,17063,Secundaria,Pública - Sector Educación,PROGRESO SAN ANTONIO,Amazonas / Utcubamba / Bagua Grande,87,7,5
1305325,16603 AUGUSTO SALAZAR BONDY,Secundaria,Pública - Sector Educación,SANTA CRUZ DE BUENA VISTA,Amazonas / Utcubamba / Cajaruro,87,7,5
1305408,16260 JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,DUELAC,Amazonas / Utcubamba / Jamalca,59,7,5
1115740,17062 JOSE MARIA ARGUEDAS,Secundaria,Pública - Sector Educación,EL PROGRESO,Amazonas / Utcubamba / Cajaruro,67,7,5
1305291,17035 SAGRADO CORAZON DE JESUS,Secundaria,Pública - Sector Educación,LOS PATOS,Amazonas / Utcubamba / Cajaruro,81,7,5
1305267,17076 CESAR VALLEJO MENDOZA,Secundaria,Pública - Sector Educación,EL BALCON,Amazonas / Utcubamba / Bagua Grande,64,7,5
1305465,16667 SEÑOR DE LOS MILAGROS,Secundaria,Pública - Sector Educación,VISTA HERMOSA,Amazonas / Utcubamba / Jamalca,32,7,5
1305598,16252 ANTENOR ORREGO ESPINOZA,Secundaria,Pública - Sector Educación,VISTA FLORIDA,Amazonas / Utcubamba / Cumba,82,9,5
1305648,17038 JUAN PABLO II,Secundaria,Pública - Sector Educación,MIRAFLORES DE BUENA VISTA,Amazonas / Utcubamba / Bagua Grande,73,7,5
1305655,16251 ANTONIO PASTOR MUÑOZ,Secundaria,Pública - Sector Educación,EL REJO,Amazonas / Utcubamba / Cumba,47,7,5
1305689,ALEJANDRO CUSSIANOVICH VILLARAN,Secundaria,Pública - Sector Educación,AVENIDA HUASCAR Y SAENZ PEÑA S/N,Amazonas / Utcubamba / Bagua Grande,104,8,5
1306448,17213 TORIBIO RODRIGUEZ DE MENDOZA,Secundaria,Pública - Sector Educación,ROSAPAMPA,Amazonas / Utcubamba / Bagua Grande,46,8,5
1311075,SAN FRANCISCO,Secundaria,Pública - Sector Educación,PIPUS,Amazonas / Chachapoyas / San Francisco de Daguas,41,7,5
1324953,18037 JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,DIOSAN,Amazonas / Chachapoyas / Granada,56,7,5
1324961,18063,Secundaria,Pública - Sector Educación,SAN JOSE DE DALLAVOZ,Amazonas / Chachapoyas / Molinopampa,97,8,5
1327121,18117,Secundaria,Pública - Sector Educación,COCABAMBA,Amazonas / Luya / Cocabamba,61,7,5
1332881,SIMON PEZO ISMIÑO,Secundaria,Pública - Sector Educación,BELEN S/N,Amazonas / Condorcanqui / Río Santiago,172,18,5
1335751,18266 YURI RANGEL GOMEZ,Secundaria,Pública - Sector Educación,PARQUE CENTRAL,Amazonas / Luya / Santa Catalina,79,7,5
1342781,18187 OCTAVIA ROSA OYARCE,Secundaria,Pública - Sector Educación,JIRON SIMON BOLIVAR S/N,Amazonas / Luya / San Francisco de Yeso,39,7,5
1346428,TENIENTE CORONEL CARLOS ANTONIO ARIAS HUAPAYA,Secundaria,Pública - Sector Educación,AMPAMA S/N,Amazonas / Condorcanqui / Río Santiago,80,7,10
1352400,ARUTAM,Secundaria,Pública - Sector Educación,BOCA CHINGANAZA S/N,Amazonas / Condorcanqui / Río Santiago,30,11,2
1361823,17454,Secundaria,Pública - Sector Educación,LA UNION S/N,Amazonas / Utcubamba / Lonya Grande,52,7,5
1362391,17782,Secundaria,Pública - Sector Educación,EL TRIUNFO,Amazonas / Utcubamba / Cajaruro,82,7,5
1365311,ING. OSCAR RAMIRO ALTAMIRANO QUISPE,Secundaria,Pública - Sector Educación,SOLEDAD S/N,Amazonas / Condorcanqui / Río Santiago,142,9,5
522672,VICTOR ANDRES BELAUNDE,Secundaria,Pública - Sector Educación,AVENIDA CELENDIN S/N,Amazonas / Chachapoyas / La Jalca,165,13,8
925602,16405 FRANCISCO BOLOGNESI,Secundaria,Pública - Sector Educación,LLUHUANA S/N,Amazonas / Bagua / Copallin,74,7,5
1115625,JULIO RAMON RIVEYRO,Secundaria,Pública - Sector Educación,PARCELACION MONTERICO,Amazonas / Condorcanqui / Nieva,165,10,7
1303411,18086,Secundaria,Pública - Sector Educación,PARQUE PLAZA DE ARMAS,Amazonas / Bongará / Jazan,55,7,5
657395,MIGUEL GRAU,Secundaria,Pública - Sector Educación,MARIA AUXILIADORA,Amazonas / Luya / Ocalli,88,8,5
1374503,18186 TITO Y SOFIA,Secundaria,Pública - Sector Educación,SAN JERONIMO,Amazonas / Bongará / Jazan,47,8,5
1375500,17234 SAGRADO CORAZON DE CRISTO,Secundaria,Pública - Sector Educación,CHUCMAR,Amazonas / Utcubamba / Bagua Grande,50,7,5
1375518,MILITAR HEROES DEL CENEPA,Secundaria,Pública - Otro Sector Público,CARRETERA BAGUA COPALLIN S/N,Amazonas / Bagua / Bagua,82,6,5
1376193,17786 FERNANDO BELAUNDE TERRY,Secundaria,Pública - Sector Educación,CARRETERA MARGINAL FERNANDO BELAUNDE TERRY,Amazonas / Utcubamba / El Milagro,45,7,5
1376201,17061 SANTA RITA DE LOS ANGELES,Secundaria,Pública - Sector Educación,LOS ANGELES,Amazonas / Utcubamba / Jamalca,44,7,5
1379403,CPED - 16725,Secundaria,Pública - Sector Educación,WAYAMPIAK,Amazonas / Bagua / Imaza,133,9,7
1379429,MARTIN REATEGUI IPACO,Secundaria,Pública - Sector Educación,BOCA CACHIACO S/N,Amazonas / Condorcanqui / Nieva,77,6,9
1380377,18345,Secundaria,Pública - Sector Educación,CALLE BARDALES AÑAZCO S/N,Amazonas / Chachapoyas / Chuquibamba,47,6,5
