743815,1229 J.A.P.ANTUNEZ DE MAYOLO
692442,1230 SULPICIO GARCIA PEÑALOZA
779868,1231 JOSE LUIS BUSTAMANTE Y RIVERO
765396,1233 MANUEL FERNANDO CABREL NICHO
1763267,1234 ROSA SANTANA PISCONTE
728717,1235 UNION LATINOAMERICANA
1064989,1244 MICAELA BASTIDAS
1075779,1248 5 DE ABRIL
239756,125
762856,125 RICARDO PALMA
1041516,1250
1066026,1251 PERUANO SUIZO
1074459,1252 SANTA ISABEL
1074509,1254 MARIA REICHE NEWMANN
1045632,1255
1069954,1256 ALFONSO UGARTE
1045673,1257 REINO UNIDO DE GRAN BRETAÑA
665273,126 JAVIER PEREZ DE CUELLAR
1309392,1260 EL AMAUTA
1045715,1262 EL AMAUTA JOSE C. MARIATEGUI
1045756,1263 PURUCHUCO
1045798,1264 JUAN A. VIVANCO AMORIN
1041557,1267
1254192,1268 GUSTAVO MOHME LLONA
1599901,127 JULIO SALVADOR IZQUIERDO PUELL
1507532,1270 JUAN EL BAUTISTA
1645795,1275
1507094,1277 DIVINO SALVADOR
340430,1278 MIXTO LA MOLINA
1506872,1279
1738814,128
1265214,1282 AYMON LA CRUZ LOPEZ
1507557,1283 OKINAWA
1242908,1286 HEROES DEL CENEPA
664920,129 YAMAGUCHI
1309574,1290 NUEVA AMERICA
1516996,13 DE ABRIL
1258003,13 DE AGOSTO
1555424,13 DE DICIEMBRE
1095967,130
1718543,1309
1718550,1310
762781,133 JULIO CESAR TELLO
1372333,133 SUSANA HIGUSHI HIGUSHI
1063221,134 RAMIRO PRIALE
728196,135 TORIBIO RODRIGUEZ DE MENDOZA
1275635,136
1774280,1360
1774298,1361
1775188,1362
1541549,14 DE SETIEMBRE
938662,14001 MAGDALENA SEMINARIO DE LLIROD
1402650,14008 LEONOR CERNA DE VALDIVIEZO
1017326,14011 NUESTRA SEÑORA DEL PILAR
938407,14036 SAN MIGUEL ARCANGEL
1095132,14038
1786920,14070 JESUS ES MI MAESTRO
1326446,14078
1606698,14079 DIVINO MAESTRO
1778240,14080
1207083,14093 ABRAHAM RUIZ NUNURA
1206507,14100
1336437,14107 SANTA ROSA DE LIMA
1786912,14126
1557339,14127 DORA JACINTA ZAPATA DE ZEGARRA
1016823,14132
1017383,14143 FELIX CARDOZA ROJAS
916023,14144 SANTA ROSA
719005,14146
